company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
Barclays,4.1,Senior Data Scientist,"London, England",Company - Private,HR Consulting,"Designing and developing modelling approaches appropriate to data sources, technology stacks, and end-users’ needs Spurring engagement with business areas, coordinating multifunctional project teams to deliver data science solutions that create transformative commercial value at pace and in control Ensuring project teams you lead deliver machine learning models into production, working collaboratively with colleagues across the organisation to remove impediments to progress Adhering to professional software development standards to ensure robust, repeatable analytical applications in line with legal requirements, internal policies, and risk management frameworks Reviewing the code of colleagues to ensure it is efficiently written and appropriately documented Promoting and presenting your work to senior stakeholders across Barclays UK Keeping tabs on the latest developments in data science, devising ways to foster these within the bank Proficiency in Python developing statistical and machine learning models Experience delivering complex data science projects in a business context Energy and enthusiasm to inspire followership and to work effectively in a low ego environment Clear passion for making financial services more customer-centric by using data science ethically Prior people management experience, with tried and true approaches for mentoring junior staff Understanding of the financial sector, to recognise and drive forward opportunities where data science can transform the bank Skilled at influencing and communicating to various stakeholders up to executive level Specialism in one or more of the following: reinforcement learning, deep learning, natural language processing, agent-based modelling, image recognition Company pension Sick pay Work from home 8 hour shift No weekends",www.glassdoor.com/partner/jobListing.htm?pos=203&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_d34d1746&cb=1669286361511&jobListingId=1008235549805&cpc=B101C867B3EF2D75&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-dde4d6039dc21e44--6NYlbfkN0AQUtcTIZ-i7aKYOUYzDqGef5ngEm3dQ48Spiht6MSGoHRNFjK7EHsDrHnrfrnRKm5v4G5fRrjFubeTUInOHMht9asC5MXoqKeXHbq1U3-jbcOWcxyAODDaYeOmIMSyBkpqFcJKPg398-gIsz1emd7t6SCUtU42dALKmILM2PJ7Va99Z3AQL1vuKAtnE5PjhoHIy98UnnZ1A8l3khtySIQaRcKCX-HNu1C-p2wOQn1bR1fkbuvPBDfNDCd41NLWMexzjRk-tOhj04apeRqJrmNjAPiE9sxrHvpJcgqnl8q1X1MRKkZCgRLqjP0IXnCQEHgEF2KLaBH8Zjv0lCAC-k_BdZ67jIb53lrOTyIfJrHRisPsGTD3vxVfOl3hO7icdWKYHZW27_jUsfc5bPtQddOjMUGneHetNdYi6UEQVbczbUOEa2LxiDmJ5Blql6iMiQaNr06FyqO6kNOyUq3IC-iL9wDT2SMOS60L1zG4MKgZemcm12NwCT-kpIXpR0_eG87zqI5gxnU6XXhW8vdW914kWZPzwFOkl8atZOgZ4Vm9jZ6KAft-Gkzq5YLED5LzNQ7JfJ1YaKHnDjh6ctRHfe_-oiiDzFbx5npOmvTrFx1CdFOcz5-KyxFWS_shaQ-mbG2pk4M1yExequFl7zyHTFWe2_FoG3M4Q7dL-VU3d6b16Q8LfyHwfC3gOGbWgaWb5Sj7G-Pwj1qvjvJ87ZUuw9-qOkwFiwA8z-hAVUc5ywRT3wZS1SEtz1aDZY9U3pXswTzIghmSZBeJPk4HF-ygs0wjPB-rKfSzJaISvfBLRaBoPNuCxp85Vk4GljS0t11ePoDEWb61HjDMzQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
PrimaryBid,3.5,Senior Data Scientist,"London, England",Company - Private,NA,"
Building, testing, and productionalising scalable Data Science and Machine Learning solutions across the business 
Partnering with Product Management to gather stakeholder requirements and turn them into value-driven roadmaps for DS 
Acting as a thought leader within the business on data-driven decision making, including customer segmentation, marketing/product optimisation, and machine learning 
Adopting agile practices to delivery - developing MVPs, frequently soliciting input from stakeholders, sharing progress, and ensuring that end solutions are fit-for-purpose and drive change 
Acting as an experienced member of the Data Science team, helping to influence and develop the capabilities and outputs of the team

 
A strong understanding of Data Science and statistical techniques, their applications in segmentation, experimentation, optimisation, and predictive modelling 
Advanced Python or R (ideally both) 
Strong SQL skills, as well as experience working very closely with a data engineering team, understanding their role and best practices 
The ability to turn insights into compelling stories for stakeholders to understand, for them to make more effective, data-led decisions 
Strong interpersonal and communication skills

 
Experience with modern cloud-based data architecture, including dbt, Looker, or GCP 
Experience in a start-up or fast-growth environment

 
~10% of your time partnering with business stakeholders, understanding new requirements, or presenting findings from existing work 
~70% of your time developing data science solutions for the business, working in close collaboration with our Principal Data Scientist 
~10% of your time working with other areas of the data team, including BI, Analytics, and Engineering 
~10% of your time in planning and firm-building sessions  
Play a key role in the expansion of a highly-funded FinTech 
Significant potential to progress your role as we are expanding rapidly 
An empowering, team-oriented, ego free environment 
Flexible hours and remote working options 
A bunch of wellbeing initiatives that will be accessible to all new joiners from Day 1 
Opportunity to contribute to employee networks- PB Women group - Talent Innovation Committee 
Competitive salary 
25 days annual leave plus your birthday off (as long as you bring cake!) 
Private BUPA Healthcare & access to Calm for mental health support 
Cycle to work scheme 
Premium IT Kit 
Unique office space in the heart of Victoria, London 
Equity options for all employees",www.glassdoor.com/partner/jobListing.htm?pos=223&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_23e8d065&cb=1669286361513&jobListingId=1008292041298&cpc=FA84DF7EA1EC2398&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-bb600d4d30ce4537--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMaFwo0_KvsN1l4KS2q8BSfPTxhiLQJzzrY7LNO9OKCyMU5eLVCqo0AWS8ovg8HmmRtpi6LV1hoMqW9b04CVVIAfnmBJufNrioUoRtVa6YFLkWrkTdDy-ntnNm4wdkyHd_R1Ki50KDEzW7uMF9Wjq8o0ZKGKo1qzf5fCmg6I8jnXia33YkFtmttAnyok_otCQaW-V4_E4cfPWPXdA6523oDVrme8JbbaX628CJq38wqVpIHSuS3IWQh30f8VntrAalkremZA5zuKBR-lq-L_561BV9QsdWAcZwj3DV3xwjIfIPH-yD-KMX2hyQCmNTnd_Ldbj21yFJQ8PsqVVYx7J1kDpF45VkgiB0N2Y97cAbCMomI-XOQWEFaS3NLxBZsEtavazHLL4R4xzF-1coVvi8Mb8KCroNrfVy9E5SsaX47yr4QXol-7vnASQLmIhZ_ekMX5XopdzClooP07TtkQKUTmq7Ckj0s1DQCekIiCX3IatlxkILQtxS7SENBa2QDgQqAZpqouohA6gxVEryTR3YKVrHFyf0ksHQJwxXE6FpFR1bjQi2dvIs94N-hCy7Wf4HjQR8-fYLE6SogzCOF7yP-pGq9pGG01dMOnvIh026CAWYWbAYBkPRuScXTEeyzcNspIB6Lsru0vTCykr72lGBfHqurG0Gi_2WElYGq2yM_4iM7tq3MdUk4tzpG3Q7mIWOj1OW7M2PgxkCEpSTdh9RF65XJfvMrO0fvtnaxtTEGSM1bhPv_yyOdfvZVEgju_c2NzdqI4kpjGS-nuELs-e3Uryd00NrhOPPnItf1-1XFiwxfrYoVWJdQ1jMKL-KtF3vSlf5xlY7LWsEGuxLvaPZXBjQdKQVwXi5isC-C540yX8PAPvmTHZxJyVrynolOab452cgF_eeenAn-tgjpp5CTJIXw6sjxr_mtUzVzEU_xqU656dY8tYgVRTeO2RsUnrPD3V0wVRkKiW2zW9QUZiUT4y68JClnP5hsBYDduoOp5GnucYVQtDzRjDaUucRS459E%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Metrica Recruitment,NA,Data Scientist - R& Python,"London, England",Company - Private,Business Consulting,"A stellar academic background, preferably from a numerate discipline Technical knowledge of a programming language, either R or Python Demonstrable machine learning or statistical modelling experience Strong logical reasoning and problem-solving skills",www.glassdoor.com/partner/jobListing.htm?pos=212&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_afa834ca&cb=1669286361512&jobListingId=1006243609772&cpc=F4EED0218A761C36&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-aa41df2aa77b8cb3--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94Hoye2T8SD-3cW6K0FlZRbzbT8gc2UoPKh9XtvLhF9a4rCTbMji4HeR4dDzz8nWgHvzlIuM8HdxS9kd95_Rt8Y-LWAn84ha92fPp3mgHeqrf_5SS9syUQjerUTnICdRJ-6hs5jrOGGsNi1Yd09jgSMJNI6gZjOhx1SFyCXpTyqLkV8BoFjm7HeLR_sgkZKQg5QHJrodEfOYp587tJbGA64VKYCr-l9ASunEOZFDQSZn-u9hZoAmRb6CU55zlDynpjB54NY9lxKvQfxRAYpq-tbDZrhi2G5bPwhbHA81yUweKbjU_7TmHfgR6D0a_HHjNkWQIjZNGIkBGFo2wj0J7jz9Hm4kO7rvezh2_QuL9Kr2Pt0CN0nn6chTbgcGiy9Dc05Vh_Gi-N9XhGYDtDGEuSxfdc5q_gM2clIr9ztUoQzygDHox_sIw56YQRRRqNIFDgfCa_-cJEi-EsiUQXCw5L60IdI8PtLPrEF3_3Tgr4xCEiUh_BbP_WhrfsbqIEiCpqHh_rAtTZAQN20Zdr8jhCRdkqzOgrDfLAyJQ4voHi38cDD4B0hxMncXx,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Franklin Bates Limited,4.7,Junior Data Scientist,"London, England",Company - Private,Information Technology Support Services,"Python Pandas NumPy 8+ months commercial experience Passion, drive, team player A degree in a quantitative field Experience of working in a financial field Equity options Private healthcare insurance Gym membership Bonus Casual dress Company events Company pension Private medical insurance Profit sharing Sick pay Work from home Monday to Friday Bonus scheme London, W1T 3JH: reliably commute or plan to relocate before starting work (required) Do you have 8+ months of commercial experience with Python, NumPy and Pandas? Bachelor's (required)",www.glassdoor.com/partner/jobListing.htm?pos=208&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_10110c1a&cb=1669286361512&jobListingId=1008280212263&cpc=9908D8D4413DBB8A&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-7b027f24addebe30--6NYlbfkN0DgXMGIFt12M9Qsgho7yXKswtEHX54pkhFe0ve4TM42QBZyy2srzgGtKzgdQsUlZa6L2WyHP4G4MG8j3YgM7dKmbMNz_D9cMq-O5PrTjynah485gVhx8pJaSNXuIVzyvOn1txOJ4BXbvNMWC8zWcB70rNSaNSquW1NxpW7c36jbgLMGyKij9lHTxSLC5IbHLVKsRf5cxMEGyyE1f7FaPIZcUV1A4BCgXJgfnsJRtq-435O73CTfBKCN-yQ2MVD2CJd99Du1qIOX3w8agWmZQFnpUcgbW3VsRMrWYMeJIfkoEIORP-PmLVYV2BizRkArXwHKd8rlEnccpsCu8YMSKyOK7CDW4l5wfHkz4IVc3VmXvuTW2ooSRmkplhVMKA_0e5IbabZDNXXKiO0c4dMuD7TegMmwZ3Nb6Kh9qCltsWZNAB5KaNPhxatLHWAn5YepFPuzEPS_-iBSiXG5qtyxNurGRQRzDdgrCn0kqDOXtREjucNabjIa-4fJB0MsTemCO-o5J5Q1nd44YQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Metrica Recruitment,NA,Senior Data Scientist,"London, England",Company - Private,Business Consulting,"A strong academic background, preferably in a STEM-based subject Expert knowledge of KDB+ and Q Used Python and SQL extensively in a professional setting Proven Data Science experience; Machine Learning and Text Analytics An appetite to become a technical team lead A grounding within location-based analytics",www.glassdoor.com/partner/jobListing.htm?pos=227&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_7645f0a8&cb=1669286361514&jobListingId=1006458537159&cpc=A65DF3A704A48F9B&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-c47538489e5198c6--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HqNY-9ZGdGXJOVa9uUb6rz2C7mURBJDF9Dfy04lzh2SmeMo52UIe8XnIy1Oxgf2dpGuNSgGx1s_XayxOpH55IXXdu4TgkVaqJEtfIQwN-M4saDZrX30guBYXuPZpMAp0s09KwaZJwtWEUCIKNHzDgjsENw7dFgBgzSlZ21lnJ7R-DefxmidAoflJzUjyhQz2O6MAKh3ylOTFoepYdx-KJ9mvtzeN9wxcCT9Z2_cxdLzW7A1r-b7xC6nflYAZu7l6QzwpQt8vrF7Sqf4etKJ5S4soWLB8pihgLK9qI75tU6ZuEd5CU9BibhR_FpVQo19naM2h2H9SkVvm42eezD7owFvFw07j9NyxV_xm97n6NVjQfRF2yQNWsq3l6HJ_tVE80Kvo_-VdVr9O7xSp_Q0k7HfU_Iv44unedyTIKstMDJnODYZarzJ1HVbbAW5_rB73mhdC7qllCGxYuUzI7GU9C0b7F1yDRGQWvMaC9_cQSfwEsqR5jUIQMjyFlONhDoMzemhlnJxRtwxrs_iaIH-yfpd4ixmcq_7-BLXbacbROr8AA%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
ECS Resource Group,4.1,Data Scientist - AWS,England,Company - Private,HR Consulting,"Expertise in Machine Learning Background in Software Engineering. Strong experience in Python/Pyspark. Experience on Data science implementations and with awareness of the data science development methodologies. Exposure/awareness of Big Data technologies and AWS data science tools like Sagemaker , EMR Clusters would be highly appreciated. Knowledge of data engineering tools like Glue, Kafka, Scala, IDEs like Visual Studio/Pycharm/ Intellij , NoSql like MongoDB, can only help.",www.glassdoor.com/partner/jobListing.htm?pos=204&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_891ec131&cb=1669286361511&jobListingId=1008288532818&cpc=8795CF9063CD573D&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-f447a72551410581--6NYlbfkN0D1W0VU9BJ600dJPDaa0KW0Zt_m3quwOxzNDnl6_fLba67JJy2FHYoduL5s80O7feH-GWxF9jDmrhlOMmVOWM4ZQkwYTKH9nHjy8lFbqntBvmVXjNbwKX9_dtu5ZYtKSlw4q09S8LxJ2FP2J2FUoLg_NgfPs8us-3u79ADST7g5FvhASLbeqpMjcVzCFpcYtgCIn0ut-TAfg71rU5n4JQgXClNixxJ49YUZ28KcFLfIDHq3mf9eG4i7hvTt3XyX0dsqjQbUry9lFQLXmxZN8MP_pFZGINZrhJcsdxaVQaa-3pffMigfs9x9C_kG_6TD34Svm6b-L7bgEA9r54sAqbLAbUaV8M1Ln2j5xwzreIwiaXvizG93txBdPu4yaQQfruOxK8NVrP3OPD6ZeF919IiWjf3mkG3f2QAN1tToPx-FH1s2bt0D4AVCcjq5ZYEKThuKPsenMMv8xGmPgI2Cx_JJQ8YKufgI4MQdWZVy6FwK85uGVghUc7T6Fk8-gKS-gH1P4vBJQWR3f_wpJQYUzUPa4YX5fIlxHu-1MKiu6vamZo3Ir1cryVHx8wjylW7DV6T9NbqVaiR0vQ%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Metrica Recruitment,NA,Data Scientist,"London, England",Company - Private,Business Consulting,"Developing innovative machine learning algorithms for time series analysis Analysing algorithm performance bottlenecks and proposing solutions for improvements and optimization Preparing new algorithms for deployment and supporting deployment to production BSc, MSc, or PhD degree in computer science, physics, maths or similar Strong mathematical background in machine learning and deep learning Professional work experience in machine learning Understand the principles of computer science algorithms and data structures Solid understanding of anomaly detection and signal processing Excellent coding skills in Python Practical knowledge of ML and DL frameworks",www.glassdoor.com/partner/jobListing.htm?pos=219&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_11cd126d&cb=1669286361513&jobListingId=1007262582155&cpc=32EE424DE2B657EB&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-62513607309e2768--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94Hp2jbUkoHG5Kmt9kZomU0MXvetkbDHxtnXR15AA8SiV-XcWNkdnL4Gb53f2y02bVOt1jFTnNoUfCiREQ3qShf9pJbnnXvi6ivCGgnoFaBMyH1nobqkQx936cKMgHpizBeFq17FiAsaWd4kd54X4I9YgfjX_BZbSCqASjjcBK341wG8CLkJd74ORxYbO_aUrb4SvqgHl8p8QbpcbWz0a_sVzB-UIkd85WuiIq5oiLx1pO0OGy4ZxMcYVy9OyWifbgId2Ek5tCE7lH4d8vuVw03t7pcB8QEXtC-VXUoGV-epafoMBmcG0EReLnZx_oVT3nn9ob4F9oTGVaE6fmsRvdOCQdxJYoEJzomaxnuot3ZBYShd0YiJHRk4QgKOJSSCMCvJG4MwZ87NTZdPaxHazjAS6_gtFJdE1d630nYrkkbjJlGoVo3QOf_qtnaoi72UQN97Cyr4nc4es0LfL2PA6sX2MSNvC3SFDXquYI6RZIo7B2sZdoMTcmG_zsEoLlYCEzRNH6ut7HUQuTl5mgtLciL6oay7wOidl320%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Kingfisher,3.9,Lead Data Scientist (Remote),"London, England",Company - Public (KGFHY),Home Furniture & Housewares Stores,"
As an operator - build, lead, nurture and retain a hard-working data science team that will work on banner and group priorities. 
Work across with banners and group functions to support building a data science roadmap that minimises time to value and improves long term efficiency. 
Develop a highly proficient team of scientist and establish collaborative ways of working to work with wider Data Science team. 
Support teams with multifaceted strengths in translating between business and data in the design of project work, and in the synthesis and communication of recommendations and results. 
Collaborate with tech, product and data teams to develop the data platforms that allow us to apply data science and embed the use of data science directly in our products and processes. 
Be a champion and role model for the application of data science across the Kingfisher group. 
Support the data leadership team in developing a “data culture” and demonstrating the value of data in our decision making. 
Lead our efforts to develop the data science (and broader customer analytics) “brand” at Kingfisher for both internal and external audiences.  
Competitive Salary Ranges 
Strong Bonus Opportunity 
Private Healthcare 
Excellent Pension Contributions 
25 days holiday 
Share Options 
Life Assurance 
20% Discount Card for Kingfisher Group companies 
Travel Allowance for certain levels 30 Minute Video Call
 1hr Technical Test
 1hr Competency Call
",www.glassdoor.com/partner/jobListing.htm?pos=214&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e51800e&cb=1669286361512&jobListingId=1008274175440&cpc=444700D72F2ECBCE&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-2af5b85c8f1c87e8--6NYlbfkN0DG4ntHtB_rMsnfhgmnSvK2brktLme1L4SiDeJjQ-izrYiGf0WKIadx8Wo8_zzSZMYCXzgObKHidFt4fFSR10Nr_fbsLylkBp-bO7LyaQg2PRBUVBkQrK0flwvZKh_6XfYnHLod-nBMVrNflXL712xhVAdiql03blIlnPtbe1l-f9wuftGOt8OX1_G6MEZgqDLPkJn2HnRQBduOIKz8zNZl00RgN8WUmeXLkLSgdwJZWwXEoNFT3ZYpZMN3m1y3AfVu63DCAH7Z7XOJQknBZk_lVL8hNVxCwoVkZP8NUuOgiAIKSwiGJNOhOcGBpoTpKtQyeWk-PUs3CghRm18NX9_by1-IKsJstObYzvlPPqRLO3SBNktESwEP0hAwq_Egr1c38vXnA-eGy9sO2UOU4PGvI3Hr5Wym-uzOkyBuafw3WShHxeJDVpvLBOuc8WIPFXaZosoi0rczjdQvydrk53oPhklbk4NiXcmXlR9FV22nM3ncLZ1TjRL-oQkPK7san08rgyQhhxNOtx1tiCoXr5_KudRwod4eNFj4LDarrJT1uI1zD1XhzlYC1EZsg7_PsImUwNH07PfrBdwZ4u86TS9Xb6T6vNCnbTVHbZwDjv0LRdUBAkS2GtxPmhp6sRjDezeMouA1agX16gmiXdEB-VCkkz_pYAFuYshgZ4c0rKC-lb-ESzdXmngXWcuRS24zMTQajsCd6J0ZPvkdgpWXRu2usjlcKBYO_-8_DFWuO5XHQSwaW-hqX-AcUCmbcNTDQKrD_2bw9FM0vvhN7XB1uHefJg6Wv-xx_ZMFyjI_RAx8kyvHsrYntyESVuzmzqlnAmfr26mmueVNhT9LMd3TN2CP59pJiAtQV4m-mgevOc_Q-2rcS1ibDTJ48S9jByAsa6hBtvzPRZoyZyym9naOZyBgKNbWacBbTaMhYDV5zmnntX-uxVbKPc11XEqbWzEFvnOoA09Ms6gr_TRmE14Sf9jSisHydb_7s9wkcaMsM7lJlzDCAKV9MWYO8r3HQnbkpTwPbxELFgE8ox4dvwZTCyqhv7c31se5Knz1hH5FoXPEE5b6M2sBIRdAb3che0z5TmU%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Randstad Technologies,4.1,Data Scientist,"Reading, England",Company - Public,HR Consulting,"
Data mining. 
Statistical and cluster analysis to large data sets using cloud computing resources. 
Big data frameworks and open-source packages. 
Have an understanding of both the theory and have practical experience of using various methods of time series analysis and advanced statistical analysis of multivariate data.
 
Apply scientific methods through experimental design, exploratory data analysis and hypothesis testing. 
Demonstrate best practice programming and code optimisation using Python 
Document and communicate findings from analysis to key stakeholders 
Develop predictive and prescriptive models which utilise supervised or unsupervised machine learning algorithms 
Basic knowledge of machine learning algorithms across a range of problems 
Strong understanding of concepts 
Good understanding of time series data processing 
A solid understanding of programming in Python 
An understanding of Microsoft Azure cloud, understanding of source version control (e.g. git, svn) 
An understanding of the value and practice of good code documentation. 
Agile experience.",www.glassdoor.com/partner/jobListing.htm?pos=215&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&cs=1_cd250d5b&cb=1669286361512&jobListingId=1008152745909&cpc=334ABAF5D42DC775&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-c547711fcea34687--6NYlbfkN0BmxgwP4rQvcNMfHBHTXuCmpYLaBSaJjOguiBc1x32qULoV2CIh2Wm6-vbx8tC3tDsfU8YlSzd_wrq2-U88h0xdW9zVTkCJ2MDpMcIrRGrGnoPdLizy4gJS65UeMLPDdNSqhOPnQvhLfSsg7DgLjji05JFtO_1WvtxeQZ4-sWuyC02t9G3s7pK1ijI-mBHOw6dVk482AtkNiak9lcnA2DD-XQ_jeZ8pefqHLd_eq3x3V-YfoskzglCW3Js62hsld5vDQQETsMPjMXhQ9Qo8pSTak5Q5ft3SFWd-LTyIzIFt0oIDoGxdX3mTAAiydfgRyT01RQ4TRstV7SxS-fSg9uEhcG4Q69acm6SKGH2Q5MmICH3h3Zw4V9dA7T5jsZJE0IQdOxAARqegca7IcjEAWOLQflIRMbipwgTHTtaf_j38Okxu-R2y3sjCDeY2X2gz1gLJB1akXifnpFQTbT2NU3EMxd9qdfOEg0Bs5Es_QyubXpQpEsvjnAJ_ZquS1HugBOYJ3yFM31R2cR3i-fSZ-jobHOBPiGyb-D1wJD5Ng6eTEeRH6IxsU4UGFdU9vuozogfm-NGRvXT-8nEIYTktL9IstdmcvgqZIweO94TaF-a44g%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
Databuzz Ltd,NA,Economist - Data Scientist - Remote,England,NA,NA,"
Experience in using statistical programming languages / packages (in particular Python - knowledge of R and/or Stata would be desirable) 
Experience of working with large datasets and data wrangling 
Experience in using GIS packages / working with geographic data 
Knowledge of web scraping / working with APIs 
Knowledge of SQL databases 
Experience of delivering high quality technical work using tools such as R and Python to handle datasets, perform analysis, and visualise results. 
Experience of developing the quantitative capabilities of the team and the firm. 
Bachelors in a quantitative subject (Mathematics, Computer Science, Statistics or Economics, financial economics, econometrics, statistics) and experience working in a data scientist role 
Experience of quantitative economic analysis 
Solid knowledge of econometric models used for forecasting variables 
Experience of applying relevant core micro theory and empirical techniques (for example econometrics, optimisation, GIS analysis, agent-based models, and machine learning techniques) across a range of projects 
Experience of identifying key results from analysis (that will prove or disprove key hypotheses). 
Experience of developing the quantitative capabilities of the team and the firm. 
Experience of energy market or energy related projects. 
Postgraduate degree in a quantitative discipline is preferred but not essential",www.glassdoor.com/partner/jobListing.htm?pos=211&ao=1110586&s=58&guid=00000184a938788d939106b6ec0d24fd&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_5d815acb&cb=1669286361512&jobListingId=1008300479543&cpc=F41FEAB56D215062&jrtk=3-0-1gikjgu58kckg801-1gikjgu5qh4e2800-09625100e394f53c--6NYlbfkN0BqrfxFWYYLFxFGTsPfLVJj0U7TZTTKyiYTnYDmFwKAgEA04pw-VdPnw2M_DCobCIPaxLxxQm7Kn-RkrXg0Ti9v49orwus6MD2TzROaIFeZtVHO_Rtl2NFANycGGnTjwi8xdv4aebOqyCAcQ6wVxsQpfxGa6GdDj5_Mf0LxeZufXBXy3GHqhKyv7vhQ3FUwZo1MtAUm_vTogfrUjt58vpJpqaL_do1bGN9g5DU-eEeza6EXzz-V9l7_bGEoFg_Ml4LvjZ37U6cHtY2L8hMZIOzgWOnOneb4qO7opIkbWw6PLl2d5NLsoGqSMHLUpSDgR2HpnCj7eN-Valyt_NwJSISrcoVE2SE29rRl_UQ5YksC1BGd5H3yCbsUvTS90UZVp9J9OZXmqmReewzihzuAkIvgT1mtnF7uVJy0nxei3Q-lbUWs4pbZdGobx04K_l3u2CQmNKMYVIE9xhP35HT8pCTFNyr7G3u2GpmwBzJZcPrEdmPM0p22QwrCozBiIZWQHLPZ1J_JeEGq7sLvVPSUEzLqGRoiDsUEs3U0RU2Z_fjSPjBYsOpN0lC1,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP2.htm",2
